symbol,exchange,quoteType,rank,fundop_annual_report_expense_ratio,fundop_annual_holdings_turnover,fundop_total_net_assets,market,etf_type,info_market,info_region,info_currency,info_netExpenseRatio,info_totalAssets,info_netAssets,info_fundInceptionDate,info_fundFamily,info_legalType,info_category,info_averageDailyVolume3Month,info_averageVolume,info_threeYearAverageReturn,info_fiveYearAverageReturn,info_ytdReturn,info_fiftyTwoWeekChangePercent
BLOK,PCX,etf,20008.0,0.0073,0.5,20138.7,US,equity,us_market,US,USD,0.73,1105059712.0,1105059710.0,1516060800.0,Amplify ETFs,Exchange Traded Fund,Equity Digital Assets,381418.0,381418.0,0.458084,0.1058883,32.95186,18.756544
TECS,PCX,etf,20007.0,0.01,0.0,0.0,US,sector,us_market,US,USD,1.0,82076224.0,82076224.0,1229472000.0,Direxion Funds,Exchange Traded Fund,Trading--Inverse Equity,3223255.0,3223255.0,-0.5775743,-0.51852953,-62.40487,-57.161774
RLST.NE,NEO,etf,20006.0,0.0,0.1835,980367.06,Canada,equity,ca_market,US,CAD,,,,1726185600.0,RBC Global Asset Management Inc.,Exchange Traded Fund,,6831.0,6831.0,,,16.29326,9.058773
ZWT.TO,TOR,etf,20005.0,0.0,0.7029,1666235.4,Canada,sector,ca_market,US,CAD,,189873504.0,189873504.0,1611619200.0,BMO Asset Management Inc,Exchange Traded Fund,,5180.0,5180.0,0.3513098,0.190385,18.18873,6.623614
CARZ,NGM,etf,20005.0,0.0069999998,0.46,126103.32,US,index,us_market,US,USD,0.7,46774632.0,46774632.0,1304899200.0,First Trust,Exchange Traded Fund,Technology,4775.0,4775.0,0.21275699,0.098823,36.86616,41.375805
TDVI,BTS,etf,20004.0,0.0075,0.44,174863.45,US,sector,us_market,US,USD,0.75,236772240.0,236772240.0,1691539200.0,First Trust,Exchange Traded Fund,Derivative Income,112888.0,112888.0,,,24.44366,11.946905
ROM,PCX,etf,20003.0,0.0095,0.69,658913.8,US,sector,us_market,US,USD,0.95,847031296.0,847031300.0,1170115200.0,ProShares,Exchange Traded Fund,Trading--Leveraged Equity,37616.0,37616.0,0.43662181,0.1835232,35.90486,22.762262
XIT.TO,TOR,etf,20003.0,0.0,0.2756,54536.05,Canada,sector,ca_market,US,CAD,,725347712.0,725347710.0,984960000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,21138.0,21138.0,0.183928,0.0682631,15.60667,-17.484539
MOTO,PCX,etf,20003.0,0.0068,0.076799996,70230.22,US,equity,us_market,US,USD,0.68,8028460.0,8028460.0,1573776000.0,Guinness Atkinson,Exchange Traded Fund,Global Large-Stock Blend,355.0,355.0,0.1439704,0.0689214,27.54255,31.381893
IZRL,BTS,etf,20003.0,0.0049,0.56,1671.76,US,index,us_market,US,USD,0.49,129925376.0,129925376.0,1512345600.0,ARK ETF Trust,Exchange Traded Fund,Miscellaneous Region,21101.0,21101.0,0.16712299,-0.0184691,35.86117,19.411337
GTOP,NGM,etf,20003.0,0.0064999997,0.6,673547.06,US,equity,us_market,US,USD,0.65,622420416.0,622420420.0,938736000.0,Goldman Sachs,Exchange Traded Fund,Technology,41825.0,41825.0,0.2739752,0.11305451,18.93863,-3.6100924
RSPT,PCX,etf,20002.0,0.004,0.0,75191.12,US,sector,us_market,US,USD,0.4,4024849408.0,4024849410.0,1162339200.0,Invesco,Exchange Traded Fund,Technology,431562.0,431562.0,0.1993122,0.1320601,22.08141,17.335724
AGIX,NGM,etf,20002.0,0.0099,0.0,284155.66,US,sector,us_market,US,USD,0.99,92643520.0,92643520.0,1721174400.0,KraneShares,Exchange Traded Fund,Technology,60151.0,60151.0,,,29.57748,12.18158
XITK,PCX,etf,20002.0,0.0045,0.58,8923.48,US,sector,us_market,US,USD,0.45,76677472.0,76677472.0,1452643200.0,State Street Investment Management,Exchange Traded Fund,Technology,1753.0,1753.0,0.0825242,-0.0784478,2.41469,-17.929995
REW,PCX,etf,20002.0,0.0095,0.0,0.0,US,commodity,us_market,US,USD,0.95,3921658.0,3921658.0,1170115200.0,ProShares,Exchange Traded Fund,Trading--Inverse Equity,37038.0,37038.0,-0.40767312,-0.3365924,-43.18076,-39.686554
KQQQ,NGM,etf,20002.0,0.0099,0.26,1194863.5,US,equity,us_market,US,USD,0.99,84580440.0,84580440.0,1721606400.0,Kurv Investment Management Inc.,Exchange Traded Fund,Technology,85536.0,85536.0,,,16.96788,0.8322954
TEC-U.TO,TOR,etf,20002.0,0.0,0.10569999,1348261.5,Canada,equity,ca_market,US,USD,,,,1648512000.0,TD Asset Management Inc,Exchange Traded Fund,,2254.0,2254.0,0.3115982,,20.9273,15.490377
FXL,PCX,etf,20002.0,0.006,1.19,39166.66,US,index,us_market,US,USD,0.6,1413487744.0,1413487740.0,1178582400.0,First Trust,Exchange Traded Fund,Technology,15601.0,15601.0,0.1621838,0.074924596,13.19145,3.2419443
BCTK,NGM,etf,20001.0,0.0075,0.36,237376.16,US,equity,us_market,US,USD,0.75,148643344.0,148643344.0,1640908800.0,"Baron Capital Group, Inc.",Exchange Traded Fund,Technology,37785.0,37785.0,0.3164194,,17.34033,-1.8074989
GXPT,PCX,etf,20001.0,0.0025,0.0,1227701.2,US,sector,us_market,US,USD,0.25,50936376.0,50936376.0,1753142400.0,Global X Funds,Exchange Traded Fund,Technology,144335.0,144335.0,,,-0.0383914,6.383407
TEK,PCX,etf,20001.0,0.0075,0.32,648683.7,US,equity,us_market,US,USD,0.75,31193900.0,31193900.0,1729468800.0,BlackRock,Exchange Traded Fund,Technology,5133.0,5133.0,,,18.89314,11.398959
QQXT,NGM,etf,20001.0,0.006,0.27,84245.54,US,index,us_market,US,USD,0.6,213604640.0,213604640.0,1170892800.0,First Trust,Exchange Traded Fund,Large Blend,178567.0,178567.0,0.0751374,0.0538406,7.91306,2.4251103
BATT,PCX,etf,20001.0,0.0058999998,0.73,28525.13,US,index,us_market,US,USD,0.59,95736480.0,95736480.0,1528070400.0,Amplify ETFs,Exchange Traded Fund,Natural Resources,83526.0,83526.0,0.0671661,0.0021206,58.76087,76.689186
TECI.TO,TOR,etf,20001.0,0.0,1.4534,84072.67,Canada,equity,ca_market,US,CAD,,13484085.0,13484085.0,1637625600.0,TD Asset Management Inc,Exchange Traded Fund,,5162.0,5162.0,0.22537608,,21.74706,13.136458
FDTX,NGM,etf,20001.0,0.005,0.37,253432.72,US,sector,us_market,US,USD,0.5,195005888.0,195005888.0,1586995200.0,Fidelity Investments,Exchange Traded Fund,Technology,17025.0,17025.0,0.2148436,0.0250493,15.268,4.232824
XHYT,PCX,etf,20001.0,0.0034999999,0.41,9.04,US,bond,us_market,US,USD,0.35,51878848.0,51878848.0,1644883200.0,BondBloxx Investment Management,Exchange Traded Fund,High Yield Bond,8261.0,8261.0,0.0726847,,8.62312,-1.214993
KEMQ,PCX,etf,20001.0,0.005,0.63,28391.76,US,index,us_market,US,USD,0.5,38391624.0,38391624.0,1507680000.0,KraneShares,Exchange Traded Fund,Diversified Emerging Mkts,24603.0,24603.0,0.1983016,-0.052960202,55.15403,45.357166
PTF,NGM,etf,20001.0,0.006,0.0,32125.19,US,index,us_market,US,USD,0.6,369341312.0,369341312.0,1160611200.0,Invesco,Exchange Traded Fund,Technology,32604.0,32604.0,0.2805873,0.1147521,5.54207,10.420811
HTEC,PCX,etf,20001.0,0.0068,0.35,15635.9,US,sector,us_market,US,USD,0.68,53176084.0,53176084.0,1561334400.0,Robo Global,Exchange Traded Fund,Health,7398.0,7398.0,0.0420359,-0.0552094,23.98222,17.738796
LRNZ,PCX,etf,20001.0,0.0069,0.28,114090.39,US,sector,us_market,US,USD,0.69,33356702.0,33356702.0,1582848000.0,TrueShares,Exchange Traded Fund,Technology,2796.0,2796.0,0.1576091,-0.0306684,22.23265,-0.13597608
TDV,BTS,etf,20001.0,0.0045,0.28,54333.28,US,sector,us_market,US,USD,0.45,256194688.0,256194688.0,1572912000.0,ProShares,Exchange Traded Fund,Technology,7401.0,7401.0,0.13639769,0.118302405,15.91365,12.071252
SPTE,PCX,etf,20001.0,0.0055,0.31,525111.2,US,sector,us_market,US,USD,0.55,85989904.0,85989904.0,1701302400.0,SP Funds,Exchange Traded Fund,Technology,23285.0,23285.0,,,26.66654,26.224386
SPXT,PCX,etf,20001.0,0.00090000004,0.05,260862.2,US,index,us_market,US,USD,0.09,237379040.0,237379040.0,1442880000.0,ProShares,Exchange Traded Fund,Large Blend,16221.0,16221.0,0.1617367,0.1201319,14.81186,10.78124
CURE,PCX,etf,20014.0,0.0093,0.01,193585.56,US,sector,us_market,US,USD,0.93,178379728.0,178379728.0,1308096000.0,Direxion Funds,Exchange Traded Fund,Trading--Leveraged Equity,74386.0,74386.0,0.024151001,0.0742194,22.87882,1.3356209
IDNA,PCX,etf,20011.0,0.0047,0.49,14038.1,US,sector,us_market,US,USD,0.47,130915112.0,130915112.0,1560211200.0,iShares,Exchange Traded Fund,Health,35521.0,35521.0,0.0296533,-0.102708,17.3773,26.456415
IXJ,PCX,etf,20006.0,0.004,0.05,158856.95,US,sector,us_market,US,USD,0.4,4499822080.0,4499822100.0,1005609600.0,iShares,Exchange Traded Fund,Health,272932.0,272932.0,0.0694875,0.0638332,14.85198,8.313358
MHCD.TO,TOR,etf,20004.0,0.0,0.24190001,195008.16,Canada,sector,ca_market,US,CAD,,147019760.0,147019760.0,1500595200.0,Middlefield Limited,Exchange Traded Fund,,2481.0,2481.0,0.081760995,0.0594651,9.06163,-3.0555367
IYH,PCX,etf,20002.0,0.0038,0.04,162927.56,US,sector,us_market,US,USD,0.38,3566616320.0,3566616320.0,960768000.0,iShares,Exchange Traded Fund,Health,847321.0,847321.0,0.0630688,0.0634451,13.1273,5.3215384
LIFE.TO,TOR,etf,20002.0,0.0045,0.6851,316770.03,Canada,sector,ca_market,US,CAD,0.45,,,1594080000.0,Evolve Funds Group Inc,Exchange Traded Fund,,28047.0,28047.0,0.0754219,0.078027,12.6472,-6.6472588
HHLE.TO,TOR,etf,20002.0,0.0,0.3196,248431.69,Canada,sector,ca_market,US,CAD,,83973720.0,83973720.0,1666224000.0,Harvest Portfolios Group Inc.,Exchange Traded Fund,,37957.0,37957.0,0.072224304,,10.45511,-10.375494
LMAX.TO,TOR,etf,20001.0,0.0,0.775,257976.52,Canada,sector,ca_market,US,CAD,,160600016.0,160600016.0,1707177600.0,Hamilton Capital Partners Inc.,Exchange Traded Fund,,29088.0,29088.0,,,6.81671,-11.026615
LIFE-U.TO,TOR,etf,20001.0,0.0045,0.6851,316770.03,Canada,sector,ca_market,US,USD,0.45,,,1594080000.0,Evolve Funds Group Inc,Exchange Traded Fund,,579.0,579.0,0.088893406,0.0747083,18.3916,-1.5414774
IHF,PCX,etf,20001.0,0.0038,0.15,45234.9,US,sector,us_market,US,USD,0.38,743259136.0,743259140.0,1146441600.0,iShares,Exchange Traded Fund,Health,286083.0,286083.0,-0.0359051,-0.0062498,0.91146,-13.409442
TDOC.TO,TOR,etf,20001.0,0.0,0.25120002,119195.66,Canada,sector,ca_market,US,CAD,,,,1617753600.0,TD Asset Management Inc,Exchange Traded Fund,,9398.0,9398.0,0.0642248,,8.02376,2.453518
TDOC-U.TO,TOR,etf,20001.0,0.0,0.25120002,119195.66,Canada,sector,ca_market,US,USD,,,,1617753600.0,TD Asset Management Inc,Exchange Traded Fund,,257.0,257.0,0.063719705,,13.32672,7.686925
XDNA.TO,TOR,etf,20001.0,0.0,0.4077,19239.6,Canada,sector,ca_market,US,CAD,,5575716.0,5575716.0,1650931200.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,440.0,440.0,0.042016502,,11.6428,19.386864
CHCL-B.NE,NEO,etf,20001.0,0.0,0.5231,194867.16,Canada,sector,ca_market,US,CAD,,88392400.0,88392400.0,1628726400.0,CI Investments Inc,Exchange Traded Fund,,3764.0,3764.0,0.0738106,,9.58487,1.2448192
HHL.TO,TOR,etf,20001.0,0.0,0.4919,250210.4,Canada,sector,ca_market,US,CAD,,,,1583798400.0,Harvest Portfolios Group Inc.,Exchange Traded Fund,,283773.0,283773.0,0.0683396,0.0860642,10.58978,-7.072568
HHL-B.TO,TOR,etf,20001.0,0.0,0.4919,250210.4,Canada,sector,ca_market,US,CAD,,,,1583798400.0,Harvest Portfolios Group Inc.,Exchange Traded Fund,,1831.0,1831.0,0.0883506,0.1101318,7.5532,-8.3682
IBRN,PCX,etf,20001.0,0.0047,0.52,3408.28,US,sector,us_market,US,USD,0.47,4846611.0,4846611.0,1661299200.0,iShares,Exchange Traded Fund,Health,1938.0,1938.0,0.070037395,,28.25681,23.345339
HHL-U.TO,TOR,etf,20001.0,0.0,0.4919,250210.4,Canada,sector,ca_market,US,USD,,,,1583798400.0,Harvest Portfolios Group Inc.,Exchange Traded Fund,,7983.0,7983.0,0.0814416,0.0956034,12.64047,-4.5924244
HIG.TO,TOR,etf,20001.0,0.0,0.58709997,210410.73,Canada,sector,ca_market,US,CAD,,61130652.0,61130652.0,1443052800.0,Brompton Funds Limited,Exchange Traded Fund,,3473.0,3473.0,0.0533391,0.033918902,13.46907,-1.9704461
LIFE-B.TO,TOR,etf,20001.0,0.0045,0.6851,316770.03,Canada,sector,ca_market,US,CAD,0.45,,,1594080000.0,Evolve Funds Group Inc,Exchange Traded Fund,,1354.0,1354.0,0.1017314,0.0959735,13.11118,-5.9398174
XHC.TO,TOR,etf,20001.0,0.0,0.15010001,217586.94,Canada,sector,ca_market,US,CAD,,562404544.0,562404540.0,1302566400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,7044.0,7044.0,0.0579485,0.0595198,10.33614,1.793468
JDOC,NGM,etf,20001.0,0.0064999997,0.55,111143.57,US,sector,us_market,US,USD,0.65,8677072.0,8677072.0,1698796800.0,JPMorgan,Exchange Traded Fund,Health,996.0,996.0,,,14.93997,6.319177
PTH,NGM,etf,20001.0,0.006,0.0,7360.09,US,sector,us_market,US,USD,0.6,139201440.0,139201440.0,1160611200.0,Invesco,Exchange Traded Fund,Health,18167.0,18167.0,0.0793903,-0.0240641,28.0777,10.657799
LMAX.NE,NEO,etf,,0.0,0.0,0.0,Canada,equity,ca_market,US,CAD,,,,1707177600.0,Hamilton Capital Partners Inc.,Exchange Traded Fund,,,,,,,
ERX,PCX,etf,20044.0,0.009,0.08,118442.33,US,sector,us_market,US,USD,0.9,210424080.0,210424080.0,1225929600.0,Direxion Funds,Exchange Traded Fund,Trading--Leveraged Equity,325047.0,325047.0,0.0809743,0.37529412,3.051,31.07258
MLPI,BTS,etf,20008.0,0.0068,0.0,25711.88,US,sector,us_market,US,USD,0.68,26999644.0,26999644.0,1765929600.0,Neos Funds,Exchange Traded Fund,Energy Limited Partnership,180538.0,180538.0,,,0.0656119,5.779648
NVIR,PCX,etf,20007.0,0.0085,0.0,12286.19,US,equity,us_market,US,USD,0.85,4072465.0,4072465.0,1676937600.0,Horizon Kinetics,Exchange Traded Fund,Equity Energy,631.0,631.0,,,9.43179,18.616032
DRLL,NYQ,etf,20005.0,0.0041,0.08,95924.72,US,sector,us_market,US,USD,0.41,237799616.0,237799616.0,1659916800.0,Strive AM,Exchange Traded Fund,Equity Energy,28271.0,28271.0,0.0707322,,7.91869,15.412224
NXF.TO,TOR,etf,20004.0,0.0,0.9525,122459.86,Canada,sector,ca_market,US,CAD,,,,1646265600.0,CI Investments Inc,Exchange Traded Fund,,32209.0,32209.0,0.0703659,0.1904891,9.22955,10.25641
ZWEN.TO,TOR,etf,20004.0,0.0,1.4136,113906.55,Canada,sector,ca_market,US,CAD,,127347360.0,127347360.0,1674432000.0,BMO Asset Management Inc,Exchange Traded Fund,,21193.0,21193.0,0.109938204,,6.69728,3.9958715
RNRG,NGM,etf,20004.0,0.0064999997,0.3179,7730.96,US,sector,us_market,US,USD,0.65,25603136.0,25603136.0,1432684800.0,Global X Funds,Exchange Traded Fund,Equity Energy,3595.0,3595.0,-0.0175612,-0.0703299,29.36119,42.1934
ERY,PCX,etf,20004.0,0.0099,0.0,0.0,US,commodity,us_market,US,USD,0.99,18211780.0,18211780.0,1225929600.0,Direxion Funds,Exchange Traded Fund,Trading--Inverse Equity,434377.0,434377.0,-0.1785189,-0.4285722,-18.58038,-40.295982
EINC,PCX,etf,20003.0,0.0047,0.13,27424.18,US,sector,us_market,US,USD,0.47,75987040.0,75987040.0,1331510400.0,VanEck,Exchange Traded Fund,Energy Limited Partnership,4018.0,4018.0,0.230121,0.2422929,7.10759,6.468177
ACES,PCX,etf,20003.0,0.0055,0.32,5896.04,US,index,us_market,US,USD,0.55,108013584.0,108013584.0,1530057600.0,ALPS,Exchange Traded Fund,Miscellaneous Sector,37596.0,37596.0,-0.111956194,-0.17031309,25.76998,39.9145
HXE.TO,TOR,etf,20003.0,0.0025,0.2025,32432.53,Canada,sector,ca_market,US,CAD,0.25,88251032.0,88251032.0,1379289600.0,Global X Investments Canada Inc.,Exchange Traded Fund,,1631.0,1631.0,0.16061741,0.3322273,16.77462,27.192497
ENFR,PCX,etf,20002.0,0.0034999999,0.33,26864.84,US,sector,us_market,US,USD,0.35,333721728.0,333721728.0,1383177600.0,ALPS,Exchange Traded Fund,Energy Limited Partnership,75016.0,75016.0,0.2171596,0.23371771,5.93162,5.1479697
DUG,PCX,etf,20002.0,0.0095,0.0,0.0,US,commodity,us_market,US,USD,0.95,11803524.0,11803524.0,1170115200.0,ProShares,Exchange Traded Fund,Trading--Inverse Equity,37304.0,37304.0,-0.1859564,-0.4300275,-18.67374,-40.23853
IYE,PCX,etf,20002.0,0.0038,0.13,102033.1,US,sector,us_market,US,USD,0.38,1119410816.0,1119410820.0,960768000.0,iShares,Exchange Traded Fund,Equity Energy,1352721.0,1352721.0,0.093242705,0.23342979,7.4093,18.939066
WTIU,PCX,etf,20002.0,0.0095,0.0,97178.75,US,sector,us_market,US,USD,0.95,14177638.0,14177638.0,1676505600.0,BMO Capital Markets,Exchange Traded Fund,Trading--Leveraged Equity,34555.0,34555.0,,,-17.06482,7.5933576
PBD,PCX,etf,20002.0,0.0075,0.49,3591.92,US,index,us_market,US,USD,0.75,165265568.0,165265568.0,1181692800.0,Invesco,Exchange Traded Fund,Global Small/Mid Stock,122368.0,122368.0,-0.0301371,-0.1251121,42.35664,56.719017
FAN,PCX,etf,20002.0,0.006,0.34,11777.5,US,index,us_market,US,USD,0.6,201524640.0,201524640.0,1213574400.0,First Trust,Exchange Traded Fund,Miscellaneous Sector,44408.0,44408.0,0.1020074,0.0045935,39.66394,53.118717
NDIV,PCX,etf,20002.0,0.0058999998,1.34,6718.94,US,sector,us_market,US,USD,0.59,16154284.0,16154284.0,1661212800.0,Amplify ETFs,Exchange Traded Fund,Natural Resources,12025.0,12025.0,0.11205769,,2.56562,5.1905036
DVXE,NGM,etf,20002.0,0.0089,0.0,118126.55,US,commodity,us_market,US,USD,0.89,267071.0,267071.0,1753142400.0,WEBs Investments Inc.,Exchange Traded Fund,Equity Energy,83.0,83.0,,,0.0888282,26.11109
JJETF,PNK,etf,20001.0,0.0075,0.0,0.0,US,commodity,us_market,US,USD,0.75,140898.0,140898.0,1193097600.0,iPath,Exchange Traded Fund,Commodities Focused,0.0,0.0,-0.0482695,0.2242399,-15.53631,0.0
ZWU.TO,TOR,etf,20020.0,0.0064999997,0.2992,50353.69,Canada,equity,ca_market,US,CAD,0.65,1955720192.0,1955720190.0,1319068800.0,BMO Asset Management Inc,Exchange Traded Fund,,340137.0,340137.0,0.0726925,0.0637056,13.19251,7.6995254
UTSL,PCX,etf,20019.0,0.0097,0.48,56668.35,US,sector,us_market,US,USD,0.97,46565144.0,46565144.0,1493769600.0,Direxion Funds,Exchange Traded Fund,Trading--Leveraged Equity,108428.0,108428.0,0.1439238,0.110998295,29.12315,20.034695
UMAX.TO,TOR,etf,20010.0,0.0,0.2793,43663.42,Canada,equity,ca_market,US,CAD,,1039741952.0,1039741950.0,1686700800.0,Hamilton Capital Partners Inc.,Exchange Traded Fund,,266701.0,266701.0,,,9.91244,-5.0035715
IDU,PCX,etf,20006.0,0.0038,0.04,50509.53,US,sector,us_market,US,USD,0.38,1662418176.0,1662418180.0,960768000.0,iShares,Exchange Traded Fund,Utilities,183216.0,183216.0,0.1226992,0.0988793,15.26853,9.256113
HUTE.TO,TOR,etf,20004.0,0.0,0.278,38279.02,Canada,equity,ca_market,US,CAD,,73584536.0,73584536.0,1666224000.0,Harvest Portfolios Group Inc.,Exchange Traded Fund,,24342.0,24342.0,0.1258662,,18.49536,12.780487
UTES,PCX,etf,20003.0,0.0049,0.66,34091.27,US,sector,us_market,US,USD,0.49,1431722112.0,1431722110.0,1442966400.0,Virtus,Exchange Traded Fund,Utilities,220256.0,220256.0,0.21360809,0.1593264,25.52905,10.45376
XUT.TO,TOR,etf,20003.0,0.0,2.6492002,17315.62,Canada,sector,ca_market,US,CAD,,280823232.0,280823232.0,1302566400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,118143.0,118143.0,0.0958196,0.052378803,18.88088,13.651705
ZUT.TO,TOR,etf,20001.0,0.0,0.90419996,10888.32,Canada,sector,ca_market,US,CAD,,822451328.0,822451330.0,1263859200.0,BMO Asset Management Inc,Exchange Traded Fund,,119512.0,119512.0,0.0841944,0.0360149,17.75864,21.658897
PSCU,NGM,etf,20001.0,0.0029,0.24,2869.93,US,index,us_market,US,USD,0.29,13231817.0,13231817.0,1270598400.0,Invesco,Exchange Traded Fund,Miscellaneous Sector,936.0,936.0,0.0014602,0.0169918,-2.04931,-4.2642117
UTES.TO,TOR,etf,20001.0,0.0,0.1269,34994.35,Canada,equity,ca_market,US,CAD,,275017280.0,275017280.0,1725321600.0,Evolve Funds Group Inc,Exchange Traded Fund,,171904.0,171904.0,,,18.63146,0.87527037
RSPU,PCX,etf,20001.0,0.004,0.0,34237.78,US,sector,us_market,US,USD,0.4,506398656.0,506398656.0,1162339200.0,Invesco,Exchange Traded Fund,Utilities,51981.0,51981.0,0.1336506,0.119316,16.82193,13.237476
HUTS.TO,TOR,etf,20001.0,0.0,0.23959999,30713.16,Canada,equity,ca_market,US,CAD,,171098784.0,171098784.0,1661990400.0,Hamilton Capital Partners Inc.,Exchange Traded Fund,,18619.0,18619.0,0.0803846,,21.24957,17.471813
FUTY,PCX,etf,20001.0,0.00084,0.04,43288.27,US,sector,us_market,US,USD,0.084,2158026240.0,2158026240.0,1382313600.0,Fidelity Investments,Exchange Traded Fund,Utilities,258248.0,258248.0,0.115422204,0.0984206,16.39649,11.009895
JXI,PCX,etf,20001.0,0.0039,0.07,49501.93,US,sector,us_market,US,USD,0.39,255230416.0,255230416.0,1158019200.0,iShares,Exchange Traded Fund,Utilities,32763.0,32763.0,0.1486797,0.0963549,25.85595,24.321043
FXU,PCX,etf,20001.0,0.0061000003,0.53,23578.57,US,sector,us_market,US,USD,0.61,1806238848.0,1806238850.0,1178582400.0,First Trust,Exchange Traded Fund,Utilities,831383.0,831383.0,0.1490211,0.133167,21.66197,19.292439
DVUT,NGM,etf,20001.0,0.0089,0.0,53677.48,US,sector,us_market,US,USD,0.89,251787.0,251787.0,1753142400.0,WEBs Investments Inc.,Exchange Traded Fund,Utilities,91.0,91.0,,,0.010042599,3.4153104
UPW,PCX,etf,20001.0,0.0095,0.13,53699.21,US,sector,us_market,US,USD,0.95,15830730.0,15830730.0,1170115200.0,ProShares,Exchange Traded Fund,Trading--Leveraged Equity,14836.0,14836.0,0.1320128,0.113471,23.11411,15.165067
SDP,PCX,etf,20001.0,0.0095,0.45,0.0,US,commodity,us_market,US,USD,0.95,2333813.0,2333813.0,1170115200.0,ProShares,Exchange Traded Fund,Trading--Inverse Equity,9852.0,9852.0,-0.1622666,-0.1788689,-22.53034,-20.974981
UTIL.TO,TOR,etf,20001.0,0.0,0.9329,18844.7,Canada,sector,ca_market,US,CAD,,28453354.0,28453354.0,1660003200.0,Global X Investments Canada Inc.,Exchange Traded Fund,,2019.0,2019.0,0.0760214,,18.76258,16.124535
PUI,NGM,etf,20001.0,0.006,0.0,26660.4,US,index,us_market,US,USD,0.6,50969844.0,50969844.0,1130284800.0,Invesco,Exchange Traded Fund,Utilities,5781.0,5781.0,0.1273318,0.0976256,15.15466,10.812163
HUTL.TO,TOR,etf,20001.0,0.0,0.92300004,38230.61,Canada,equity,ca_market,US,CAD,,406475040.0,406475040.0,1547078400.0,Harvest Portfolios Group Inc.,Exchange Traded Fund,,52014.0,52014.0,0.109575994,0.0925794,15.90988,10.459768
ZXLU-F.TO,TOR,etf,,0.0,0.0,73610.31,Canada,sector,ca_market,US,CAD,,68369960.0,68369960.0,1738540800.0,BMO Asset Management Inc,Exchange Traded Fund,,1429.0,1429.0,,,-0.0106675,7.7680707
FAS,PCX,etf,20090.0,0.0089,0.66,220427.66,US,sector,us_market,US,USD,0.89,2440211712.0,2440211710.0,1225929600.0,Direxion Funds,Exchange Traded Fund,Trading--Leveraged Equity,591440.0,591440.0,0.2508498,0.223607,21.3705,-14.853727
FAZ,PCX,etf,20050.0,0.0104,0.0,0.0,US,index,us_market,US,USD,1.04,91481224.0,91481224.0,1225929600.0,Direxion Funds,Exchange Traded Fund,Trading--Inverse Equity,1360718.0,1360718.0,-0.33242378,-0.3819621,-37.17787,-21.274508
IYG,PCX,etf,20011.0,0.0038,0.03,238220.95,US,sector,us_market,US,USD,0.38,2061889280.0,2061889280.0,960768000.0,iShares,Exchange Traded Fund,Financial,114031.0,114031.0,0.1753038,0.14035091,20.01251,7.8795075
SKF,PCX,etf,20004.0,0.0095,0.0,0.0,US,commodity,us_market,US,USD,0.95,9991531.0,9991531.0,1179878400.0,ProShares,Exchange Traded Fund,Trading--Inverse Equity,17175.0,17175.0,-0.2234183,-0.2400893,-23.94699,-13.589996
IYF,PCX,etf,20004.0,0.0038,0.08,141574.31,US,sector,us_market,US,USD,0.38,4169474816.0,4169474820.0,958953600.0,iShares,Exchange Traded Fund,Financial,377447.0,377447.0,0.1812527,0.1533108,18.22508,7.978189
PFXF,PCX,etf,20003.0,0.004,0.3,0.0,US,index,us_market,US,USD,0.4,2054963584.0,2054963580.0,1342396800.0,VanEck,Exchange Traded Fund,Preferred Stock,578726.0,578726.0,0.0740223,0.044404604,9.38996,4.482758
UYG,PCX,etf,20002.0,0.0094,0.12,227801.95,US,sector,us_market,US,USD,0.94,797123840.0,797123840.0,1170115200.0,ProShares,Exchange Traded Fund,Trading--Leveraged Equity,17142.0,17142.0,0.22408341,0.1910768,19.36769,-10.603756
RSPF,PCX,etf,20002.0,0.004,0.0,56721.95,US,sector,us_market,US,USD,0.4,309257856.0,309257856.0,1162339200.0,Invesco,Exchange Traded Fund,Financial,11109.0,11109.0,0.1003993,0.114898704,10.1241,2.3277164
DVXF,NGM,etf,20002.0,0.0089,0.0,227216.81,US,sector,us_market,US,USD,0.89,263040.0,263040.0,1753142400.0,WEBs Investments Inc.,Exchange Traded Fund,Financial,198.0,198.0,,,-0.0295556,-1.625824
BNC.TO,TOR,etf,20002.0,0.0,3.4937,101534.59,Canada,sector,ca_market,US,CAD,,7876490.0,7876490.0,1477353600.0,Purpose Investments Inc.,Exchange Traded Fund,,344.0,344.0,0.1900869,0.1629709,30.49031,25.198269
BFIN-U.TO,TOR,etf,20001.0,0.0,0.3969,220886.38,Canada,sector,ca_market,US,USD,,83564848.0,83564848.0,1539820800.0,Brompton Funds Limited,Exchange Traded Fund,,266.0,266.0,,,,8.659422
BCFN,NGM,etf,20001.0,0.008,0.11,57114.11,US,equity,us_market,US,USD,0.8,56613312.0,56613312.0,1577750400.0,"Baron Capital Group, Inc.",Exchange Traded Fund,Financial,4170.0,4170.0,0.0949326,0.024770701,0.91099,-7.8395786
